Term,Name
GO:0007131,reciprocal meiotic recombination
GO:0016925,protein sumoylation
GO:0009262,deoxyribonucleotide metabolic process
GO:0006473,protein acetylation
GO:0009228,thiamine biosynthetic process
GO:2001020,regulation of response to DNA damage stimulus
GO:0046477,glycosylceramide catabolic process
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
GO:0009052,"pentose-phosphate shunt, non-oxidative branch"
GO:0006551,leucine metabolic process
GO:0031109,microtubule polymerization or depolymerization
GO:0002526,acute inflammatory response
GO:0009896,positive regulation of catabolic process
GO:0009240,isopentenyl diphosphate biosynthetic process
GO:0007602,phototransduction
GO:0009734,auxin-activated signaling pathway
GO:0006452,translational frameshifting
GO:0006359,regulation of transcription by RNA polymerase III
GO:0046164,alcohol catabolic process
GO:0019724,B cell mediated immunity
GO:0009097,isoleucine biosynthetic process
GO:0042450,arginine biosynthetic process via ornithine
GO:0006278,RNA-dependent DNA biosynthetic process
GO:0000245,spliceosomal complex assembly
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay"
GO:0009607,response to biotic stimulus
GO:2000242,negative regulation of reproductive process
GO:0032324,molybdopterin cofactor biosynthetic process
GO:0030417,nicotianamine metabolic process
GO:0052331,hemolysis in other organism involved in symbiotic interaction
GO:0090305,nucleic acid phosphodiester bond hydrolysis
GO:0043232,intracellular non-membrane-bounded organelle
GO:0071918,urea transmembrane transport
GO:0006383,transcription by RNA polymerase III
GO:0016579,protein deubiquitination
GO:0046184,aldehyde biosynthetic process
GO:0043461,proton-transporting ATP synthase complex assembly
GO:0062014,negative regulation of small molecule metabolic process
GO:0007030,Golgi organization
GO:0019357,nicotinate nucleotide biosynthetic process
GO:0007155,cell adhesion
GO:0017006,protein-tetrapyrrole linkage
GO:0046116,queuosine metabolic process
GO:0070726,cell wall assembly
GO:0002790,peptide secretion
GO:0006282,regulation of DNA repair
GO:0009439,cyanate metabolic process
GO:0010506,regulation of autophagy
GO:0009094,L-phenylalanine biosynthetic process
GO:1902645,tertiary alcohol biosynthetic process
GO:0019673,GDP-mannose metabolic process
GO:0009581,detection of external stimulus
GO:0006223,uracil salvage
GO:0009162,deoxyribonucleoside monophosphate metabolic process
GO:0006449,regulation of translational termination
GO:0008360,regulation of cell shape
GO:0009065,glutamine family amino acid catabolic process
GO:0071826,ribonucleoprotein complex subunit organization
GO:0001897,cytolysis by symbiont of host cells
GO:0062012,regulation of small molecule metabolic process
GO:0009582,detection of abiotic stimulus
GO:0031334,positive regulation of protein-containing complex assembly
GO:0034243,regulation of transcription elongation from RNA polymerase II promoter
GO:0006788,heme oxidation
GO:0002250,adaptive immune response
GO:0046385,deoxyribose phosphate biosynthetic process
GO:0030493,bacteriochlorophyll metabolic process
GO:0070071,proton-transporting two-sector ATPase complex assembly
GO:0019184,nonribosomal peptide biosynthetic process
GO:0016064,immunoglobulin mediated immune response
GO:1902644,tertiary alcohol metabolic process
GO:0009263,deoxyribonucleotide biosynthetic process
GO:0033500,carbohydrate homeostasis
GO:0032200,telomere organization
GO:0098687,chromosomal region
GO:0046785,microtubule polymerization
GO:0002252,immune effector process
GO:0000723,telomere maintenance
GO:0051715,cytolysis in other organism
GO:0031329,regulation of cellular catabolic process
GO:0008612,peptidyl-lysine modification to peptidyl-hypusine
GO:0019377,glycolipid catabolic process
GO:0034035,purine ribonucleoside bisphosphate metabolic process
GO:0015969,guanosine tetraphosphate metabolic process
GO:0006106,fumarate metabolic process
GO:0010264,myo-inositol hexakisphosphate biosynthetic process
GO:0071577,zinc ion transmembrane transport
GO:0046107,uracil biosynthetic process
GO:0006527,arginine catabolic process
GO:0035592,establishment of protein localization to extracellular region
GO:0009668,plastid membrane organization
GO:0006537,glutamate biosynthetic process
GO:0006680,glucosylceramide catabolic process
GO:0006000,fructose metabolic process
GO:0046835,carbohydrate phosphorylation
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"
GO:0010215,cellulose microfibril organization
GO:0009219,pyrimidine deoxyribonucleotide metabolic process
GO:0009306,protein secretion
GO:0046456,icosanoid biosynthetic process
GO:0006678,glucosylceramide metabolic process
GO:0032273,positive regulation of protein polymerization
GO:0009252,peptidoglycan biosynthetic process
GO:0000918,division septum site selection
GO:0002524,hypersensitivity
GO:0048581,negative regulation of post-embryonic development
GO:0035435,phosphate ion transmembrane transport
GO:0042724,thiamine-containing compound biosynthetic process
GO:0090116,C-5 methylation of cytosine
GO:0031331,positive regulation of cellular catabolic process
GO:0017004,cytochrome complex assembly
GO:0006545,glycine biosynthetic process
GO:0045814,"negative regulation of gene expression, epigenetic"
GO:0006621,protein retention in ER lumen
GO:0030149,sphingolipid catabolic process
GO:0046854,phosphatidylinositol phosphorylation
GO:0043244,regulation of protein-containing complex disassembly
GO:0042823,pyridoxal phosphate biosynthetic process
GO:0016480,negative regulation of transcription by RNA polymerase III
GO:0001678,cellular glucose homeostasis
GO:0010315,auxin efflux
GO:0019836,hemolysis by symbiont of host erythrocytes
GO:0010027,thylakoid membrane organization
GO:0006003,"fructose 2,6-bisphosphate metabolic process"
GO:0006824,cobalt ion transport
GO:0006529,asparagine biosynthetic process
GO:0005694,chromosome
GO:0006884,cell volume homeostasis
GO:0008655,pyrimidine-containing compound salvage
GO:0006808,regulation of nitrogen utilization
GO:0007166,cell surface receptor signaling pathway
GO:0046479,glycosphingolipid catabolic process
GO:0000956,nuclear-transcribed mRNA catabolic process
GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway"
GO:0006571,tyrosine biosynthetic process
GO:0019358,nicotinate nucleotide salvage
GO:0046073,dTMP metabolic process
GO:0072351,tricarboxylic acid biosynthetic process
GO:0051801,cytolysis in other organism involved in symbiotic interaction
GO:0070589,cellular component macromolecule biosynthetic process
GO:0032786,"positive regulation of DNA-templated transcription, elongation"
GO:0019682,glyceraldehyde-3-phosphate metabolic process
GO:0017003,protein-heme linkage
GO:0009176,pyrimidine deoxyribonucleoside monophosphate metabolic process
GO:0009394,2'-deoxyribonucleotide metabolic process
GO:0009265,2'-deoxyribonucleotide biosynthetic process
GO:0008361,regulation of cell size
GO:0000077,DNA damage checkpoint
GO:0006012,galactose metabolic process
GO:0006549,isoleucine metabolic process
GO:0009445,putrescine metabolic process
GO:0046080,dUTP metabolic process
GO:0016049,cell growth
GO:0006450,regulation of translational fidelity
GO:0044550,secondary metabolite biosynthetic process
GO:0001510,RNA methylation
GO:0042822,pyridoxal phosphate metabolic process
GO:0006094,gluconeogenesis
GO:0009200,deoxyribonucleoside triphosphate metabolic process
GO:0019740,nitrogen utilization
GO:0061982,meiosis I cell cycle process
GO:0022616,DNA strand elongation
GO:0090697,post-embryonic plant organ morphogenesis
GO:0046713,borate transport
GO:1905392,plant organ morphogenesis
GO:0045088,regulation of innate immune response
GO:0048513,animal organ development
GO:1990505,mitotic DNA replication maintenance of fidelity
GO:0016441,posttranscriptional gene silencing
GO:0045764,positive regulation of cellular amino acid metabolic process
GO:1901698,response to nitrogen compound
GO:0003002,regionalization
GO:0045143,homologous chromosome segregation
GO:0000238,zygotene
GO:0016129,phytosteroid biosynthetic process
GO:0035266,meristem growth
GO:0071367,cellular response to brassinosteroid stimulus
GO:0000919,cell plate assembly
GO:0009693,ethylene biosynthetic process
GO:0045292,"mRNA cis splicing, via spliceosome"
GO:0042335,cuticle development
GO:0000707,meiotic DNA recombinase assembly
GO:0051504,diterpene phytoalexin precursor biosynthetic process pathway
GO:0097439,acquisition of desiccation tolerance
GO:1902298,cell cycle DNA replication maintenance of fidelity
GO:0009078,pyruvate family amino acid metabolic process
GO:0009640,photomorphogenesis
GO:0009612,response to mechanical stimulus
GO:0009741,response to brassinosteroid
GO:0065001,specification of axis polarity
GO:0007568,aging
GO:0010365,positive regulation of ethylene biosynthetic process
GO:0010451,floral meristem growth
GO:0048364,root development
GO:0048609,multicellular organismal reproductive process
GO:0031537,regulation of anthocyanin metabolic process
GO:0048574,"long-day photoperiodism, flowering"
GO:0009735,response to cytokinin
GO:0002832,negative regulation of response to biotic stimulus
GO:0016128,phytosteroid metabolic process
GO:0046687,response to chromate
GO:0010099,regulation of photomorphogenesis
GO:0016122,xanthophyll metabolic process
GO:0001666,response to hypoxia
GO:0002213,defense response to insect
GO:0032101,regulation of response to external stimulus
GO:0098542,defense response to other organism
GO:0048497,maintenance of floral organ identity
GO:0048437,floral organ development
GO:0090056,regulation of chlorophyll metabolic process
GO:0045595,regulation of cell differentiation
GO:0048511,rhythmic process
GO:0048443,stamen development
GO:0031053,primary miRNA processing
GO:0010154,fruit development
GO:0090174,organelle membrane fusion
GO:0043450,alkene biosynthetic process
GO:0010446,response to alkaline pH
GO:0098762,meiotic cell cycle phase
GO:0009867,jasmonic acid mediated signaling pathway
GO:0048639,positive regulation of developmental growth
GO:0006271,DNA strand elongation involved in DNA replication
GO:0048507,meristem development
GO:0007600,sensory perception
GO:0072507,divalent inorganic cation homeostasis
GO:0009814,"defense response, incompatible interaction"
GO:0010023,proanthocyanidin biosynthetic process
GO:0051552,flavone metabolic process
GO:0031348,negative regulation of defense response
GO:0042214,terpene metabolic process
GO:0009313,oligosaccharide catabolic process
GO:0016103,diterpenoid catabolic process
GO:0048466,androecium development
GO:0048589,developmental growth
GO:0000733,DNA strand renaturation
GO:0010080,regulation of floral meristem growth
GO:0009620,response to fungus
GO:0033240,positive regulation of cellular amine metabolic process
GO:0022403,cell cycle phase
GO:0009934,regulation of meristem structural organization
GO:0006898,receptor-mediated endocytosis
GO:0051324,prophase
GO:0030422,production of siRNA involved in RNA interference
GO:0032954,regulation of cytokinetic process
GO:0010380,regulation of chlorophyll biosynthetic process
GO:0016482,cytosolic transport
GO:0030912,response to deep water
GO:0000237,leptotene
GO:0006578,amino-acid betaine biosynthetic process
GO:0045487,gibberellin catabolic process
GO:0009555,pollen development
GO:0009944,polarity specification of adaxial/abaxial axis
GO:0009933,meristem structural organization
GO:0048509,regulation of meristem development
GO:0009411,response to UV
GO:0008300,isoprenoid catabolic process
GO:0009630,gravitropism
GO:0046352,disaccharide catabolic process
GO:0009718,anthocyanin-containing compound biosynthetic process
GO:0007530,sex determination
GO:0048229,gametophyte development
GO:0009900,dehiscence
GO:0045003,double-strand break repair via synthesis-dependent strand annealing
GO:0009647,skotomorphogenesis
GO:0061025,membrane fusion
GO:0006531,aspartate metabolic process
GO:0009753,response to jasmonic acid
GO:0009835,fruit ripening
GO:0048366,leaf development
GO:0009443,pyridoxal 5'-phosphate salvage
GO:1900911,regulation of olefin biosynthetic process
GO:0048280,vesicle fusion with Golgi apparatus
GO:0009409,response to cold
GO:0048284,organelle fusion
GO:0047484,regulation of response to osmotic stress
GO:0052315,phytoalexin biosynthetic process
GO:0009403,toxin biosynthetic process
GO:0009606,tropism
GO:0051553,flavone biosynthetic process
GO:0070192,chromosome organization involved in meiotic cell cycle
GO:0010077,maintenance of inflorescence meristem identity
GO:0009553,embryo sac development
GO:0030307,positive regulation of cell growth
GO:0009798,axis specification
GO:0009742,brassinosteroid mediated signaling pathway
GO:0010093,specification of floral organ identity
GO:0071446,cellular response to salicylic acid stimulus
GO:0016132,brassinosteroid biosynthetic process
GO:0006906,vesicle fusion
GO:0048827,phyllome development
GO:0031455,glycine betaine metabolic process
GO:1901891,regulation of cell septum assembly
GO:0019632,shikimate metabolic process
GO:0048527,lateral root development
GO:0090735,DNA repair complex assembly
GO:0010150,leaf senescence
GO:0031456,glycine betaine biosynthetic process
GO:0045824,negative regulation of innate immune response
GO:0010332,response to gamma radiation
GO:0051240,positive regulation of multicellular organismal process
GO:0016050,vesicle organization
GO:0009686,gibberellin biosynthetic process
GO:0048575,"short-day photoperiodism, flowering"
GO:0009792,embryo development ending in birth or egg hatching
GO:0009962,regulation of flavonoid biosynthetic process
GO:0007389,pattern specification process
GO:0010162,seed dormancy process
GO:0002237,response to molecule of bacterial origin
GO:0000725,recombinational repair
GO:0009737,response to abscisic acid
GO:0042742,defense response to bacterium
GO:0010039,response to iron ion
GO:0010229,inflorescence development
GO:0098764,meiosis I cell cycle phase
GO:0060359,response to ammonium ion
GO:0009959,negative gravitropism
GO:0051554,flavonol metabolic process
GO:0051707,response to other organism
GO:0016246,RNA interference
GO:1900673,olefin metabolic process
GO:0031297,replication fork processing
GO:0001700,embryonic development via the syncytial blastoderm
GO:0009404,toxin metabolic process
GO:0005829,cytosol
GO:0050877,nervous system process
GO:0033587,shikimate biosynthetic process
GO:0048506,regulation of timing of meristematic phase transition
GO:0009965,leaf morphogenesis
GO:0009651,response to salt stress
GO:0010200,response to chitin
GO:0021700,developmental maturation
GO:0080006,internode patterning
GO:0043207,response to external biotic stimulus
GO:0048444,floral organ morphogenesis
GO:0060560,developmental growth involved in morphogenesis
GO:0048653,anther development
GO:0000279,M phase
GO:0048582,positive regulation of post-embryonic development
GO:0010106,cellular response to iron ion starvation
GO:2000030,regulation of response to red or far red light
GO:0010241,ent-kaurene oxidation to kaurenoic acid
GO:0040008,regulation of growth
GO:0009646,response to absence of light
GO:0009901,anther dehiscence
GO:0009554,megasporogenesis
GO:0043449,cellular alkene metabolic process
GO:0010267,production of ta-siRNAs involved in RNA interference
GO:0051512,positive regulation of unidimensional cell growth
GO:0002831,regulation of response to biotic stimulus
GO:0009268,response to pH
GO:1901463,regulation of tetrapyrrole biosynthetic process
GO:0044030,regulation of DNA methylation
GO:0048572,short-day photoperiodism
GO:0010022,meristem determinacy
GO:0042446,hormone biosynthetic process
GO:0010036,response to boron-containing substance
GO:0006522,alanine metabolic process
GO:0031337,positive regulation of sulfur amino acid metabolic process
GO:0048510,regulation of timing of transition from vegetative to reproductive phase
GO:0042744,hydrogen peroxide catabolic process
GO:0016115,terpenoid catabolic process
GO:0046283,anthocyanin-containing compound metabolic process
GO:0046247,terpene catabolic process
GO:0032955,regulation of division septum assembly
GO:0036293,response to decreased oxygen levels
GO:0033260,nuclear DNA replication
GO:0097305,response to alcohol
GO:0009751,response to salicylic acid
GO:0033331,ent-kaurene metabolic process
GO:0010152,pollen maturation
GO:0099402,plant organ development
GO:0010075,regulation of meristem growth
GO:0009850,auxin metabolic process
GO:0018958,phenol-containing compound metabolic process
GO:0019827,stem cell population maintenance
GO:0048832,specification of plant organ number
GO:0009943,adaxial/abaxial axis specification
GO:0051510,regulation of unidimensional cell growth
GO:0072503,cellular divalent inorganic cation homeostasis
GO:0005634,nucleus
GO:0048571,long-day photoperiodism
GO:0048449,floral organ formation
GO:0015996,chlorophyll catabolic process
GO:0009692,ethylene metabolic process
GO:0009846,pollen germination
GO:0006970,response to osmotic stress
GO:0033238,regulation of cellular amine metabolic process
GO:0009888,tissue development
GO:0048587,"regulation of short-day photoperiodism, flowering"
GO:0048528,post-embryonic root development
GO:0010166,wax metabolic process
GO:0019646,aerobic electron transport chain
GO:0009423,chorismate biosynthetic process
GO:0040034,"regulation of development, heterochronic"
GO:0070918,production of small RNA involved in gene silencing by RNA
GO:0005987,sucrose catabolic process
GO:0030148,sphingolipid biosynthetic process
GO:0048638,regulation of developmental growth
GO:0071395,cellular response to jasmonic acid stimulus
GO:0048833,specification of floral organ number
GO:0006521,regulation of cellular amino acid metabolic process
GO:0045596,negative regulation of cell differentiation
GO:0016131,brassinosteroid metabolic process
GO:0046246,terpene biosynthetic process
GO:0032504,multicellular organism reproduction
GO:0009955,adaxial/abaxial pattern specification
GO:0010304,PSII associated light-harvesting complex II catabolic process
GO:0002238,response to molecule of fungal origin
GO:0009695,jasmonic acid biosynthetic process
GO:0010019,chloroplast-nucleus signaling pathway
GO:1902969,mitotic DNA replication
GO:0090701,specification of plant organ identity
GO:0048645,animal organ formation
GO:0045087,innate immune response
GO:0006273,lagging strand elongation
GO:0003008,system process
GO:1900674,olefin biosynthetic process
GO:0090693,plant organ senescence
GO:0034219,carbohydrate transmembrane transport
GO:0009887,animal organ morphogenesis
GO:0010243,response to organonitrogen compound
GO:0032102,negative regulation of response to external stimulus
GO:0006577,amino-acid betaine metabolic process
GO:2000243,positive regulation of reproductive process
GO:0010092,specification of animal organ identity
GO:0010364,regulation of ethylene biosynthetic process
GO:0007128,meiotic prophase I
GO:0010338,leaf formation
GO:0010212,response to ionizing radiation
GO:1901401,regulation of tetrapyrrole metabolic process
GO:0044786,cell cycle DNA replication
GO:0090698,post-embryonic plant morphogenesis
GO:0009834,plant-type secondary cell wall biogenesis
GO:0090696,post-embryonic plant organ development
GO:0048579,"negative regulation of long-day photoperiodism, flowering"
GO:0016101,diterpenoid metabolic process
GO:0051208,sequestering of calcium ion
GO:0032392,DNA geometric change
GO:0046689,response to mercury ion
GO:0098727,maintenance of cell number
GO:0031929,TOR signaling
GO:0071695,anatomical structure maturation
GO:0010073,meristem maintenance
GO:0002682,regulation of immune system process
GO:0009629,response to gravity
GO:1900913,positive regulation of olefin biosynthetic process
GO:0009694,jasmonic acid metabolic process
GO:0000724,double-strand break repair via homologous recombination
GO:0016102,diterpenoid biosynthetic process
GO:0022622,root system development
GO:0031347,regulation of defense response
GO:0031335,regulation of sulfur amino acid metabolic process
GO:0009642,response to light intensity
GO:0010582,floral meristem determinacy
GO:0010492,maintenance of shoot apical meristem identity
GO:0016119,carotene metabolic process
GO:0000911,cytokinesis by cell plate formation
GO:0055074,calcium ion homeostasis
GO:0009926,auxin polar transport
GO:0019252,starch biosynthetic process
GO:0010431,seed maturation
GO:0009658,chloroplast organization
GO:0035194,post-transcriptional gene silencing by RNA
GO:0009809,lignin biosynthetic process
GO:0009851,auxin biosynthetic process
GO:0048576,"positive regulation of short-day photoperiodism, flowering"
GO:0042762,regulation of sulfur metabolic process
GO:0006874,cellular calcium ion homeostasis
GO:0007034,vacuolar transport
GO:0000730,DNA recombinase assembly
GO:0009556,microsporogenesis
GO:0035195,gene silencing by miRNA
GO:0010074,maintenance of meristem identity
GO:0010565,regulation of cellular ketone metabolic process
GO:0050776,regulation of immune response
GO:0048532,anatomical structure arrangement
GO:0120178,steroid hormone biosynthetic process
GO:0019932,second-messenger-mediated signaling
GO:0044848,biological phase
GO:0007623,circadian rhythm
GO:0050832,defense response to fungus
GO:0043473,pigmentation
GO:0048236,plant-type sporogenesis
GO:0031124,mRNA 3'-end processing
GO:1900910,positive regulation of olefin metabolic process
GO:0030154,cell differentiation
GO:0016121,carotene catabolic process
GO:0090700,maintenance of plant organ identity
GO:0051094,positive regulation of developmental process
GO:0009413,response to flooding
GO:1990426,mitotic recombination-dependent replication fork processing
GO:0005983,starch catabolic process
GO:0009699,phenylpropanoid biosynthetic process
GO:0031050,dsRNA processing
GO:0032465,regulation of cytokinesis
GO:0042743,hydrogen peroxide metabolic process
GO:0035196,production of miRNAs involved in gene silencing by miRNA
GO:0007129,homologous chromosome pairing at meiosis
GO:0005982,starch metabolic process
GO:0034293,sexual sporulation
GO:0051555,flavonol biosynthetic process
GO:0051176,positive regulation of sulfur metabolic process
GO:0048316,seed development
GO:0048584,positive regulation of response to stimulus
GO:0034755,iron ion transmembrane transport
GO:0048869,cellular developmental process
GO:0045927,positive regulation of growth
GO:0052314,phytoalexin metabolic process
GO:0045132,meiotic chromosome segregation
GO:0051502,diterpene phytoalexin biosynthetic process
GO:0010025,wax biosynthetic process
GO:0042752,regulation of circadian rhythm
GO:0009863,salicylic acid mediated signaling pathway
GO:0031540,regulation of anthocyanin biosynthetic process
GO:0009826,unidimensional cell growth
GO:0043934,sporulation
GO:0019722,calcium-mediated signaling
GO:0051501,diterpene phytoalexin metabolic process
GO:0001558,regulation of cell growth
GO:0046686,response to cadmium ion
GO:0062013,positive regulation of small molecule metabolic process
GO:0048586,"regulation of long-day photoperiodism, flowering"
GO:0070482,response to oxygen levels
GO:0051302,regulation of cell division
GO:0046149,pigment catabolic process
GO:0048585,negative regulation of response to stimulus
GO:0002683,negative regulation of immune system process
GO:0048438,floral whorl development
GO:0009617,response to bacterium
GO:1900908,regulation of olefin metabolic process
GO:0048700,acquisition of desiccation tolerance in seed
GO:0009685,gibberellin metabolic process
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen"
GO:0022611,dormancy process
GO:0046189,phenol-containing compound biosynthetic process
GO:0050777,negative regulation of immune response
GO:0016123,xanthophyll biosynthetic process
GO:0009608,response to symbiont
GO:0006309,apoptotic DNA fragmentation
GO:0034309,primary alcohol biosynthetic process
GO:0045165,cell fate commitment
GO:0009938,negative regulation of gibberellic acid mediated signaling pathway
GO:0052319,regulation of phytoalexin biosynthetic process
GO:0009609,response to symbiotic bacterium
GO:0048657,anther wall tapetum cell differentiation
GO:0043405,regulation of MAP kinase activity
GO:0045828,positive regulation of isoprenoid metabolic process
GO:0052126,movement in host environment
GO:0070415,trehalose metabolism in response to cold stress
GO:0071370,cellular response to gibberellin stimulus
GO:0015695,organic cation transport
GO:0002833,positive regulation of response to biotic stimulus
GO:0045841,negative regulation of mitotic metaphase/anaphase transition
GO:0010618,aerenchyma formation
GO:0005513,detection of calcium ion
GO:0010083,regulation of vegetative meristem growth
GO:0010118,stomatal movement
GO:0010647,positive regulation of cell communication
GO:0043408,regulation of MAPK cascade
GO:0009627,systemic acquired resistance
GO:0030007,cellular potassium ion homeostasis
GO:0045471,response to ethanol
GO:1902579,multi-organism localization
GO:0009963,positive regulation of flavonoid biosynthetic process
GO:0034050,host programmed cell death induced by symbiont
GO:0006971,hypotonic response
GO:0010476,gibberellin mediated signaling pathway
GO:0051307,meiotic chromosome separation
GO:0010286,heat acclimation
GO:0010581,regulation of starch biosynthetic process
GO:0031407,oxylipin metabolic process
GO:0045995,regulation of embryonic development
GO:1905957,regulation of cellular response to alcohol
GO:0071902,positive regulation of protein serine/threonine kinase activity
GO:0046739,transport of virus in multicellular host
GO:0098739,import across plasma membrane
GO:0030262,apoptotic nuclear changes
GO:0015691,cadmium ion transport
GO:0010087,phloem or xylem histogenesis
GO:0042851,L-alanine metabolic process
GO:0046473,phosphatidic acid metabolic process
GO:0043068,positive regulation of programmed cell death
GO:0033273,response to vitamin
GO:0009099,valine biosynthetic process
GO:0071215,cellular response to abscisic acid stimulus
GO:0048445,carpel morphogenesis
GO:1905958,negative regulation of cellular response to alcohol
GO:0010054,trichoblast differentiation
GO:0023057,negative regulation of signaling
GO:0042542,response to hydrogen peroxide
GO:0010639,negative regulation of organelle organization
GO:0010337,regulation of salicylic acid metabolic process
GO:0048767,root hair elongation
GO:0071368,cellular response to cytokinin stimulus
GO:0001934,positive regulation of protein phosphorylation
GO:0080050,regulation of seed development
GO:0006048,UDP-N-acetylglucosamine biosynthetic process
GO:0009825,multidimensional cell growth
GO:0080086,stamen filament development
GO:0009967,positive regulation of signal transduction
GO:0010383,cell wall polysaccharide metabolic process
GO:0006921,cellular component disassembly involved in execution phase of apoptosis
GO:0009960,endosperm development
GO:0019216,regulation of lipid metabolic process
GO:0051607,defense response to virus
GO:2000904,regulation of starch metabolic process
GO:0006997,nucleus organization
GO:0009788,negative regulation of abscisic acid-activated signaling pathway
GO:0032989,cellular component morphogenesis
GO:0080186,developmental vegetative growth
GO:0070417,cellular response to cold
GO:0010208,pollen wall assembly
GO:0010053,root epidermal cell differentiation
GO:0051775,response to redox state
GO:0016999,antibiotic metabolic process
GO:0048765,root hair cell differentiation
GO:0010448,vegetative meristem growth
GO:0010927,cellular component assembly involved in morphogenesis
GO:0051952,regulation of amine transport
GO:0045089,positive regulation of innate immune response
GO:0019253,reductive pentose-phosphate cycle
GO:0018209,peptidyl-serine modification
GO:0016032,viral process
GO:0010562,positive regulation of phosphorus metabolic process
GO:0120127,response to zinc ion starvation
GO:0010769,regulation of cell morphogenesis involved in differentiation
GO:0035670,plant-type ovary development
GO:0010449,root meristem growth
GO:0010375,stomatal complex patterning
GO:1901991,negative regulation of mitotic cell cycle phase transition
GO:0017144,drug metabolic process
GO:2000816,negative regulation of mitotic sister chromatid separation
GO:0009961,response to 1-aminocyclopropane-1-carboxylic acid
GO:0048654,anther morphogenesis
GO:0002253,activation of immune response
GO:0006524,alanine catabolic process
GO:0018105,peptidyl-serine phosphorylation
GO:0044000,movement in host
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0043476,pigment accumulation
GO:0002218,activation of innate immune response
GO:0045930,negative regulation of mitotic cell cycle
GO:0051985,negative regulation of chromosome segregation
GO:0046889,positive regulation of lipid biosynthetic process
GO:0010119,regulation of stomatal movement
GO:0090627,plant epidermal cell differentiation
GO:0009645,response to low light intensity stimulus
GO:0010193,response to ozone
GO:0042853,L-alanine catabolic process
GO:0009696,salicylic acid metabolic process
GO:0070193,synaptonemal complex organization
GO:0048469,cell maturation
GO:0009631,cold acclimation
GO:0009593,detection of chemical stimulus
GO:0034976,response to endoplasmic reticulum stress
GO:0010962,regulation of glucan biosynthetic process
GO:0010224,response to UV-B
GO:0090558,plant epidermis development
GO:0080022,primary root development
GO:0004707,MAP kinase activity
GO:0009697,salicylic acid biosynthetic process
GO:0031048,heterochromatin assembly by small RNA
GO:0009937,regulation of gibberellic acid mediated signaling pathway
GO:0010015,root morphogenesis
GO:1900376,regulation of secondary metabolite biosynthetic process
GO:0000712,resolution of meiotic recombination intermediates
GO:0043200,response to amino acid
GO:0060284,regulation of cell development
GO:2001251,negative regulation of chromosome organization
GO:0044766,multi-organism transport
GO:0009615,response to virus
GO:0051259,protein complex oligomerization
GO:0048283,indeterminate inflorescence morphogenesis
GO:0034059,response to anoxia
GO:0010167,response to nitrate
GO:0009807,lignan biosynthetic process
GO:0009644,response to high light intensity
GO:0010411,xyloglucan metabolic process
GO:0042127,regulation of cell population proliferation
GO:0032881,regulation of polysaccharide metabolic process
GO:0046794,transport of virus
GO:0048467,gynoecium development
GO:0050826,response to freezing
GO:0016126,sterol biosynthetic process
GO:0048868,pollen tube development
GO:0043455,regulation of secondary metabolic process
GO:0051781,positive regulation of cell division
GO:0034406,cell wall beta-glucan metabolic process
GO:0002684,positive regulation of immune system process
GO:0080147,root hair cell development
GO:0007133,meiotic anaphase I
GO:0052541,plant-type cell wall cellulose metabolic process
GO:0007231,osmosensory signaling pathway
GO:0052317,camalexin metabolic process
GO:0048658,anther wall tapetum development
GO:0080036,regulation of cytokinin-activated signaling pathway
GO:0019747,regulation of isoprenoid metabolic process
GO:0031507,heterochromatin assembly
GO:0048830,adventitious root development
GO:0010372,positive regulation of gibberellin biosynthetic process
GO:0010082,regulation of root meristem growth
GO:0009853,photorespiration
GO:0034021,response to silicon dioxide
GO:0034224,cellular response to zinc ion starvation
GO:0010076,maintenance of floral meristem identity
GO:0017000,antibiotic biosynthetic process
GO:0010948,negative regulation of cell cycle process
GO:0070828,heterochromatin organization
GO:0034285,response to disaccharide
GO:0010450,inflorescence meristem growth
GO:0033046,negative regulation of sister chromatid segregation
GO:0080092,regulation of pollen tube growth
GO:0046890,regulation of lipid biosynthetic process
GO:0070413,trehalose metabolism in response to stress
GO:0015706,nitrate transport
GO:0048439,flower morphogenesis
GO:0032890,regulation of organic acid transport
GO:2000038,regulation of stomatal complex development
GO:0042539,hypotonic salinity response
GO:1901420,negative regulation of response to alcohol
GO:0000904,cell morphogenesis involved in differentiation
GO:0048455,stamen formation
GO:0046688,response to copper ion
GO:0009080,pyruvate family amino acid catabolic process
GO:0048656,anther wall tapetum formation
GO:0043480,pigment accumulation in tissues
GO:0009700,indole phytoalexin biosynthetic process
GO:0031539,positive regulation of anthocyanin metabolic process
GO:0009932,cell tip growth
GO:0080027,response to herbivore
GO:0045860,positive regulation of protein kinase activity
GO:0097194,execution phase of apoptosis
GO:1901419,regulation of response to alcohol
GO:0034052,positive regulation of plant-type hypersensitive response
GO:0034410,cell wall beta-glucan biosynthetic process
GO:0098657,import into cell
GO:0015837,amine transport
GO:0070592,cell wall polysaccharide biosynthetic process
GO:1901988,negative regulation of cell cycle phase transition
GO:0055078,sodium ion homeostasis
